documents,chapter,content,requirements,需求声明,制定流程,形成指定内容,形成程序文件,形成其他文件,形成记录
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,评价和选择供方的准则应与医疗器械相关风险相适应。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,组织应对供方的监视和再评价进行策划。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,组织应监视供方满足采购产品的要求的绩效。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,监视结果应为供方再评价过程提供输入。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,对未实现采购要求的供方的处置应与所采购产品有关的风险相适应。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,对未实现采购要求的供方的处置应符合适用的法规要求。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,组织应保留供方能力或绩效的评价、选择、监视和再评价的结果的记录。",1,1,0,0,0,1
ISO_requirements_v2_modified.csv,7.4 采购,"7.4.1 采购过程
组织应将确保采购产品符合规定的采购信息的程序形成文件(见4.2.4)。
组织应建立评价和选择供方的准则。准则应：
a) 基于供方提供满足组织要求的产品的能力；
b) 基于供方的绩效；
c) 基于采购产品对医疗器械质量的影响；
d) 与医疗器械相关风险相适应。
组织应对供方的监视和再评价进行策划。应监视供方满足采购产品的要求的绩效。监视结果应为供方再评价过程提供输入。
对未实现采购要求的供方的处置应与所采购产品有关的风险相适应，并符合适用的法规要求。
应保留供方能力或绩效的评价、选择、监视和再评价的结果及由这些活动所引起的任何必要措施的记录(见4.2.5)。","采购:采购过程,组织应保留由供方能力或绩效的评价、选择、监视和再评价活动所引起的任何必要措施的记录。",1,1,0,0,0,1
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产和服务提供应予策划、实施、监视和控制。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产和服务提供的策划、实施、监视和控制应确保产品符合规范。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产控制应包括编制生产控制程序和控制方法的文件。",1,1,0,1,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产控制应包括基础设施鉴定。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产控制应包括实施过程参数和产品特性的监视和测量。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产控制应包括获得和使用监视和测量设备。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产控制应包括对标记和包装实施规定的操作。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,生产控制应包括实施产品放行、交付和交付后活动。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,组织应为每一台或每一批医疗器械建立并保留记录。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,记录应提供可追溯性范围和程度的信息。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,记录应标明制造数量和批准流通数量。",1,1,0,0,0,0
ISO_requirements_v2_modified.csv,7.5 生产和服务提供,"7.5.1 生产和服务提供的控制
生产和服务提供应予策划、实施、监视和控制以确保产品符合规范。适当时，生产控制应包括但不 限于：
a) 编制生产控制程序和控制方法的文件(见4.2.4);
b) 基础设施鉴定；
c) 实施过程参数和产品特性的监视和测量；
d) 获得和使用监视和测量设备；
e) 对标记和包装实施规定的操作；
f) 实施产品放行、交付和交付后活动。
组织应为每一台或每一批医疗器械建立并保留记录(见4.2.5),该记录提供了7.5.9规定的可追溯性范围和程度的信息并标明制造数量和批准流通数量。应核验和批准该记录。","生产和服务提供:生产和服务提供的控制,应核验和批准记录。",1,1,0,0,0,1
ISO_requirements_v2_modified.csv,8.2 监视和测量,"8.2.3 向监管机构报告
如果适用的法规要求将符合不良事件报告准则的投诉或发布的忠告性通知向监管机构报告，则组织应将向有关监管机构报告的程序形成文件。
应保留向监管机构报告的记录(见4.2.5)。","监视和测量:向监管机构报告,如果适用的法规要求将符合不良事件报告准则的投诉或发布的忠告性通知向监管机构报告，则组织应将向有关监管机构报告的程序形成文件。",1,1,0,1,0,0
ISO_requirements_v2_modified.csv,8.2 监视和测量,"8.2.3 向监管机构报告
如果适用的法规要求将符合不良事件报告准则的投诉或发布的忠告性通知向监管机构报告，则组织应将向有关监管机构报告的程序形成文件。
应保留向监管机构报告的记录(见4.2.5)。","监视和测量:向监管机构报告,组织应保留向监管机构报告的记录。",1,1,0,0,0,1
GMP_requirements_modified_v1.csv,第二章 机构与人员,第五条 企业应当建立与医疗器械生产相适应的管理机构，并有组 织机构图，明确各部门的职责和权限，明确质量管理职能。生产管理部门和质量管理部门负责人不得互相兼任。,企业应当建立与医疗器械生产相适应的管理机构。,1,0,1,0,0,0
GMP_requirements_modified_v1.csv,第二章 机构与人员,第五条 企业应当建立与医疗器械生产相适应的管理机构，并有组 织机构图，明确各部门的职责和权限，明确质量管理职能。生产管理部门和质量管理部门负责人不得互相兼任。,管理机构应有组织机构图。,1,0,1,0,0,0
GMP_requirements_modified_v1.csv,第二章 机构与人员,第五条 企业应当建立与医疗器械生产相适应的管理机构，并有组 织机构图，明确各部门的职责和权限，明确质量管理职能。生产管理部门和质量管理部门负责人不得互相兼任。,组织机构图应明确各部门的职责和权限。,1,0,1,0,0,0
GMP_requirements_modified_v1.csv,第二章 机构与人员,第五条 企业应当建立与医疗器械生产相适应的管理机构，并有组 织机构图，明确各部门的职责和权限，明确质量管理职能。生产管理部门和质量管理部门负责人不得互相兼任。,组织机构图应明确质量管理职能。,1,0,1,0,0,0
GMP_requirements_modified_v1.csv,第二章 机构与人员,第五条 企业应当建立与医疗器械生产相适应的管理机构，并有组 织机构图，明确各部门的职责和权限，明确质量管理职能。生产管理部门和质量管理部门负责人不得互相兼任。,生产管理部门和质量管理部门负责人不得互相兼任。,1,0,1,0,0,0
GMP_requirements_modified_v1.csv,第三章 厂房与设施,第十四条  厂房应当确保生产和贮存产品质量以及相关设备性能不会直接或者间接受到影响，厂房应当有适当的照明、温度、湿度和通风控制条件。,厂房应当确保生产和贮存产品质量以及相关设备性能不会直接或者间接受到影响。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第三章 厂房与设施,第十四条  厂房应当确保生产和贮存产品质量以及相关设备性能不会直接或者间接受到影响，厂房应当有适当的照明、温度、湿度和通风控制条件。,厂房应当有适当的照明控制条件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第三章 厂房与设施,第十四条  厂房应当确保生产和贮存产品质量以及相关设备性能不会直接或者间接受到影响，厂房应当有适当的照明、温度、湿度和通风控制条件。,厂房应当有适当的温度控制条件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第三章 厂房与设施,第十四条  厂房应当确保生产和贮存产品质量以及相关设备性能不会直接或者间接受到影响，厂房应当有适当的照明、温度、湿度和通风控制条件。,厂房应当有适当的湿度控制条件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第三章 厂房与设施,第十四条  厂房应当确保生产和贮存产品质量以及相关设备性能不会直接或者间接受到影响，厂房应当有适当的照明、温度、湿度和通风控制条件。,厂房应当有适当的通风控制条件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,第十九条  企业应当配备与所生产产品和规模相匹配的生产设备、工艺装备等，并确保有效运行。,企业应当配备与所生产产品和规模相匹配的生产设备。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,第十九条  企业应当配备与所生产产品和规模相匹配的生产设备、工艺装备等，并确保有效运行。,企业应当配备与所生产产品和规模相匹配的工艺装备。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,第十九条  企业应当配备与所生产产品和规模相匹配的生产设备、工艺装备等，并确保有效运行。,企业应当确保所配备的生产设备有效运行。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,第十九条  企业应当配备与所生产产品和规模相匹配的生产设备、工艺装备等，并确保有效运行。,企业应当确保所配备的工艺装备有效运行。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",生产设备的设计、选型、安装、维修和维护必须符合预定用途。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",生产设备的设计、选型、安装、维修和维护必须便于操作、清洁和维护。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",生产设备应当有明显的状态标识。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",状态标识的目的是防止非预期使用生产设备。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",企业应当建立生产设备使用的操作规程。,1,1,0,0,1,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",企业应当建立生产设备清洁的操作规程。,1,1,0,0,1,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",企业应当建立生产设备维护和维修的操作规程。,1,1,0,0,1,0
GMP_requirements_modified_v1.csv,第四章 设备,"第二十条 生产设备的设计、选型、安装、维修和维护必须符合预 定用途，便于操作、清洁和维护。生产设备应当有明显的状态标识，防止非预期使用。

企业应当建立生产设备使用、清洁、维护和维修的操作规程，并保存相应的操作记录。",企业应当保存生产设备使用、清洁、维护和维修的操作记录。,1,1,0,0,0,1
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",企业应当建立健全质量管理体系文件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",质量管理体系文件包括质量方针和质量目标。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",质量管理体系文件包括质量手册。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",质量管理体系文件包括程序文件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",质量管理体系文件包括技术文件和记录。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",质量管理体系文件包括法规要求的其他文件。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",质量手册应当对质量管理体系作出规定。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",程序文件包含本规范所规定的各项程序。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",技术文件应当包括产品技术要求及相关标准。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",技术文件应当包括生产工艺规程。,1,1,0,0,0,0
GMP_requirements_modified_v1.csv,第五章 文件管理,"第二十四条  企业应当建立健全质量管理体系文件，包括质量方针 和质量目标、质量手册、程序文件、技术文件和记录，以及法规要求的其他文件。

质量手册应当对质量管理体系作出规定。

程序文件应当根据产品生产和质量管理过程中需要建立的各种工作程序而制定，包含本规范所规定的各项程序。

技术文件应当包括产品技术要求及相关标准、生产工艺规程、作业指导书、检验和试验操作规程、安装和服务操作规程等相关文件。",技术文件应当包括作业指导书。,1,1,0,0,0,0
